R (ang),V=0,V=1,V=2,V=3,V=4,V=5,V=6,V=7,V=8,V=9,E (wavenumbers),,,,,,,,,,
2.267361,0.16023954,0.58916915,1.22644402,1.47396326,0.64956425,-0.7485207,-0.98981595,0.33156281,0.94548906,-0.30528665,,,,,,,,,,,
2.273030,0.14044045,0.53358524,1.15888206,1.48833745,0.80595326,-0.59467141,-1.06787349,0.12642823,0.98812796,-0.08812025,,,,,,,,,,,
2.278699,0.12270705,0.48137672,1.08911045,1.48785621,0.94792702,-0.42552218,-1.11037117,-0.08388925,0.98329029,0.13393932,,,,,,,,,,,
2.284368,0.10688409,0.43262696,1.01819659,1.47379837,1.07375244,-0.24578021,-1.11683702,-0.2908891,0.93203969,0.34875469,,,,,,,,,,,
2.290038,0.09281844,0.38736241,0.9471002,1.44757135,1.18221334,-0.06012081,-1.08802303,-0.48656137,0.83759343,0.54495614,,,,,,,,,,,
2.295707,0.08036082,0.34556009,0.8766681,1.41066428,1.27259095,0.12695433,-1.02578835,-0.66369082,0.70505409,0.71252792,,,,,,,,,,,
2.301376,0.06936726,0.30715484,0.80763229,1.3646047,1.34463153,0.31123879,-0.93294977,-0.81610237,0.54106558,0.84328368,,,,,,,,,,,
2.307045,0.05970018,0.27204645,0.740611,1.3109197,1.39850391,0.4889207,-0.81310906,-0.93884192,0.35341757,0.93121169,,,,,,,,,,,
2.312714,0.0512293,0.24010642,0.67611207,1.25110218,1.4347496,0.65665838,-0.6704666,-1.02829009,0.15062291,0.97267991,,,,,,,,,,,
2.318383,0.04383222,0.21118423,0.61453857,1.18658246,1.45422813,0.81163259,-0.50963042,-1.08221015,-0.05850844,0.96650052,,,,,,,,,,,
2.324052,0.03739479,0.18511315,0.55619588,1.11870532,1.45805995,0.95157613,-0.33542873,-1.09973429,-0.26527728,0.91386095,,,,,,,,,,,
2.329721,0.03181131,0.16171539,0.50129983,1.04871227,1.44756891,1.0747824,-0.15273299,-1.08129486,-0.46146653,0.81813597,,,,,,,,,,,
2.335390,0.02698452,0.14080663,0.44998572,0.97772882,1.42422636,1.18009526,0.03370272,-1.02850905,-0.63966108,0.68460062,,,,,,,,,,,
2.341059,0.02282553,0.12220005,0.40231757,0.9067564,1.38959816,1.26688282,0.21938158,-0.94402674,-0.79350569,0.52006756,,,,,,,,,,,
2.346728,0.0192535,0.10570957,0.35829761,0.83666841,1.3452961,1.33499805,0.40018017,-0.831352,-0.91789431,0.33247437,,,,,,,,,,,
2.352397,0.01619539,0.09115272,0.31787556,0.76820995,1.29293441,1.38472924,0.57243918,-0.69464837,-1.0090886,0.13044658,,,,,,,,,,,
2.358066,0.0135855,0.07835284,0.28095757,0.70200073,1.23409207,1.41674333,0.73302833,-0.53853801,-1.06476717,-0.07713883,,,,,,,,,,,
2.363735,0.01136509,0.06714084,0.24741462,0.63854033,1.17028114,1.43202481,0.87938612,-0.36790357,-1.08400983,-0.28156753,,,,,,,,,,,
2.369404,0.00948186,0.05735649,0.21709028,0.57821555,1.102921,1.43181273,1.00953591,-0.18770067,-1.06722457,-0.47466061,,,,,,,,,,,
2.375073,0.00788947,0.04884934,0.18980779,0.52130922,1.03331876,1.41753826,1.12208072,-0.00278752,-1.01602622,-0.64909142,,,,,,,,,,,
2.380742,0.00654706,0.04147931,0.16537638,0.46801014,0.9626554,1.39076494,1.21617974,0.18222352,-0.93307779,-0.79863659,,,,,,,,,,,
2.386411,0.00541875,0.035117,0.14359685,0.4184236,0.89197722,1.3531331,1.29150978,0.36308905,-0.82190527,-0.91835544,,,,,,,,,,,
2.392080,0.0044732,0.02964368,0.12426635,0.37258224,0.82219202,1.30630968,1.34821498,0.53603085,-0.68669703,-1.00469676,,,,,,,,,,,
2.397749,0.0036831,0.02495119,0.10718245,0.33045671,0.75406939,1.25194424,1.38684824,0.6978046,-0.53209804,-1.05553534,,,,,,,,,,,
2.403418,0.00302479,0.02094162,0.09214647,0.2919661,0.68824449,1.1916318,1.40830757,0.84574225,-0.36300839,-1.07014409,,,,,,,,,,,
2.409087,0.00247785,0.01752685,0.07896616,0.25698774,0.62522457,1.12688243,1.41377015,0.9777696,-0.1843937,-1.04911,,,,,,,,,,,
2.414756,0.0020247,0.01462806,0.0674578,0.22536636,0.56539778,1.05909791,1.40462724,1.092402,-0.00111408,-0.99420404,,,,,,,,,,,
2.420425,0.00165031,0.0121751,0.05744771,0.1969224,0.50904357,0.98955494,1.38242158,1.18872141,0.1822241,-0.90821601,,,,,,,,,,,
2.426094,0.00134183,0.01010591,0.04877334,0.17145944,0.45634398,0.91939415,1.34878929,1.26633796,0.36139048,-0.79476517,,,,,,,,,,,
2.431763,0.00108834,0.00836581,0.04128389,0.14877067,0.40739541,0.84961436,1.305407,1.32533963,0.53262578,-0.65809776,,,,,,,,,,,
2.437432,0.0008806,0.00690691,0.03484058,0.12864436,0.36222042,0.7810715,1.25394555,1.36623343,0.69270914,-0.50288127,,,,,,,,,,,
2.443101,0.0007108,0.00568741,0.02931668,0.11086855,0.32077927,0.71448117,1.19603037,1.38988126,0.83899911,-0.3340046,,,,,,,,,,,
2.448770,0.00057238,0.00467104,0.02459721,0.09523479,0.28298092,0.65042454,1.13320904,1.3974335,0.96944992,-0.15639164,,,,,,,,,,,
2.454439,0.00045983,0.00382642,0.02057859,0.08154118,0.24869331,0.58935651,1.06692577,1.3902629,1.08260583,0.02516589,,,,,,,,,,,
2.460108,0.00036854,0.00312654,0.01716802,0.06959467,0.21775274,0.53161576,0.99850242,1.3699009,1.17757681,0.2061519,,,,,,,,,,,
2.465777,0.0002947,0.00254823,0.01428287,0.05921277,0.18997236,0.47743594,0.92912578,1.33797803,1.25399872,0.38244298,,,,,,,,,,,
2.471446,0.0002351,0.00207172,0.01184998,0.05022467,0.16514956,0.4269575,0.8598402,1.29616979,1.31198167,0.55039782,,,,,,,,,,,
2.477115,0.00018714,0.00168015,0.00980487,0.04247198,0.14307249,0.38023979,0.79154525,1.24614912,1.35205013,0.70691901,,,,,,,,,,,
2.482784,0.00014862,0.00135927,0.00809102,0.03580901,0.12352548,0.33727314,0.72499746,1.1895457,1.37507799,0.84948853,,,,,,,,,,,
2.488454,0.00011777,0.00109701,0.00665911,0.03010276,0.10629368,0.29799032,0.6608155,1.12791269,1.38222168,0.9761792,,,,,,,,,,,
2.494123,0.00009311,0.00088325,0.00546633,0.02523273,0.09116674,0.26227754,0.59948806,1.06270044,1.3748538,1.08564477,,,,,,,,,,,
2.499792,0.00007346,0.00070945,0.00447565,0.0210904,0.0779417,0.22998449,0.5413837,0.99523714,1.3544996,1.1770921,,,,,,,,,,,
2.505461,0.00005783,0.00056852,0.0036552,0.0175787,0.06642526,0.20093347,0.48676206,0.92671572,1.32277789,1.25023884,,,,,,,,,,,
2.511130,0.00004542,0.00045454,0.00297766,0.01461125,0.05643533,0.17492748,0.43578594,0.85818651,1.28134774,1.3052604,,,,,,,,,,,
2.516799,0.0000356,0.00036257,0.00241969,0.01211168,0.04780206,0.15175738,0.38853366,0.79055483,1.23186188,1.34272944,,,,,,,,,,,
2.522468,0.00002785,0.00028856,0.00196146,0.01001278,0.04036851,0.13120787,0.34501138,0.72458287,1.17592726,1.36355131,,,,,,,,,,,
2.528137,0.00002174,0.00022914,0.00158616,0.00825571,0.03399078,0.11306261,0.30516502,0.66089495,1.11507272,1.36889813,,,,,,,,,,,
2.533806,0.00001693,0.00018155,0.00127961,0.00678922,0.02853797,0.09710837,0.26889143,0.59998539,1.05072387,1.36014398,,,,,,,,,,,
2.539475,0.00001316,0.00014354,0.00102986,0.00556887,0.02389179,0.08313825,0.23604882,0.54222845,0.98418458,1.33880322,,,,,,,,,,,
2.545144,0.00001021,0.00011323,0.00082692,0.00455628,0.01994611,0.0709543,0.20646613,0.48788956,0.91662464,1.30647352,,,,,,,,,,,
2.550813,0.0000079,0.00008913,0.00066244,0.00371848,0.01660621,0.06036929,0.17995143,0.43713734,0.84907309,1.26478478,,,,,,,,,,,
2.556482,0.00000611,0.00007002,0.00052947,0.00302724,0.0137881,0.05120801,0.1562992,0.39005593,0.78241615,1.21535458,,,,,,,,,,,
2.562151,0.00000471,0.00005488,0.00042224,0.00245849,0.01141769,0.04330801,0.13529663,0.34665723,0.71739938,1.15975067,,,,,,,,,,,
2.567820,0.00000362,0.00004293,0.00033597,0.0019918,0.00942996,0.03651997,0.11672884,0.30689272,0.654633,1.09946049,,,,,,,,,,,
2.573489,0.00000278,0.00003351,0.00026675,0.00160987,0.00776812,0.03070766,0.10038323,0.27066462,0.59459982,1.03586754,,,,,,,,,,,
2.579158,0.00000213,0.00002611,0.00021132,0.00129813,0.00638285,0.02574775,0.08605288,0.2378362,0.53766508,0.97023423,,,,,,,,,,,
2.584827,0.00000163,0.0000203,0.00016705,0.00104434,0.00523144,0.02152924,0.07353924,0.20824116,0.48408757,0.90369076,,,,,,,,,,,
2.590496,0.00000125,0.00001575,0.00013178,0.00083825,0.00427713,0.01795295,0.0626541,0.18169198,0.43403144,0.8372292,,,,,,,,,,,
2.596165,0.00000095,0.0000122,0.00010374,0.00067132,0.00348838,0.0149307,0.05322092,0.1579872,0.38757834,0.7717022,,,,,,,,,,,
2.601834,0.00000072,0.00000943,0.00008149,0.00053644,0.00283825,0.01238457,0.04507573,0.13691766,0.34473941,0.70782552,,,,,,,,,,,
2.607503,0.00000055,0.00000727,0.00006389,0.00042772,0.00230382,0.01024605,0.03806752,0.11827179,0.30546688,0.64618366,,,,,,,,,,,
2.613172,0.00000042,0.0000056,0.00004998,0.00034029,0.00186565,0.00845522,0.03205831,0.1018399,0.26966496,0.58723795,,,,,,,,,,,
2.618841,0.00000032,0.0000043,0.00003903,0.00027016,0.00150734,0.0069599,0.02692296,0.08741768,0.23720002,0.53133643,,,,,,,,,,,
2.624510,0.00000024,0.0000033,0.00003041,0.00021403,0.00121508,0.00571489,0.02254873,0.07480889,0.20790972,0.47872487,,,,,,,,,,,
2.630179,0.00000018,0.00000253,0.00002365,0.0001692,0.00097729,0.00468117,0.0188347,0.06382729,0.18161116,0.42955835,,,,,,,,,,,
2.635848,0.00000014,0.00000193,0.00001836,0.00013349,0.0007843,0.00382525,0.01569105,0.05429808,0.15810794,0.38391305,,,,,,,,,,,
2.641517,0.0000001,0.00000147,0.00001422,0.0001051,0.00062804,0.00311844,0.0130383,0.04605874,0.13719624,0.34179778,,,,,,,,,,,
2.647186,0.00000008,0.00000112,0.000011,0.00008259,0.00050183,0.00253631,0.01080648,0.03895944,0.11866989,0.30316515,,,,,,,,,,,
2.652855,0.00000006,0.00000085,0.00000849,0.00006476,0.00040014,0.00205812,0.00893427,0.03286319,0.10232453,0.26792195,,,,,,,,,,,
2.658524,0.00000004,0.00000065,0.00000654,0.00005069,0.00031838,0.00166631,0.00736824,0.02764556,0.08796096,0.23593881,,,,,,,,,,,
2.664193,0.00000003,0.00000049,0.00000503,0.00003959,0.0002528,0.00134608,0.006062,0.02319435,0.07538769,0.20705877,,,,,,,,,,,
2.669862,0.00000002,0.00000037,0.00000386,0.00003087,0.00020032,0.00108501,0.00497546,0.01940894,0.06442279,0.18110497,,,,,,,,,,,
2.675531,0.00000002,0.00000028,0.00000296,0.00002402,0.00015841,0.00087268,0.00407412,0.01619966,0.05489527,0.15788731,,,,,,,,,,,
2.681201,0.00000001,0.00000021,0.00000226,0.00001866,0.00012502,0.00070041,0.00332838,0.013487,0.04664589,0.13720823,,,,,,,,,,,
2.686870,0.00000001,0.00000016,0.00000173,0.00001446,0.00009848,0.00056097,0.002713,0.01120086,0.03952764,0.11886762,,,,,,,,,,,
2.692539,0.00000001,0.00000012,0.00000132,0.00001119,0.00007742,0.00044837,0.00220649,0.00927969,0.03340583,0.10266681,,,,,,,,,,,
2.698208,0.00000001,0.00000009,0.000001,0.00000865,0.00006075,0.00035764,0.00179062,0.00766975,0.02815797,0.08841185,,,,,,,,,,,
2.703877,0,0.00000007,0.00000076,0.00000667,0.00004758,0.0002847,0.00145,0.0063243,0.02367339,0.07591604,,,,,,,,,,,
2.709546,0,0.00000005,0.00000058,0.00000513,0.0000372,0.00022619,0.0011717,0.00520289,0.01985271,0.06500181,,,,,,,,,,,
2.715215,0,0.00000004,0.00000044,0.00000394,0.00002903,0.00017936,0.00094483,0.00427062,0.01660726,0.05550217,,,,,,,,,,,
2.720884,0,0.00000003,0.00000033,0.00000303,0.00002261,0.00014195,0.00076031,0.00349757,0.01385833,0.0472616,,,,,,,,,,,
2.726553,0,0.00000002,0.00000025,0.00000232,0.00001758,0.00011212,0.00061058,0.00285812,0.01153649,0.04013658,,,,,,,,,,,
2.732222,0,0.00000002,0.00000019,0.00000177,0.00001365,0.0000884,0.00048935,0.00233048,0.00958074,0.03399564,,,,,,,,,,,
2.737891,0,0.00000001,0.00000014,0.00000135,0.00001057,0.00006957,0.0003914,0.00189614,0.00793779,0.02871927,,,,,,,,,,,
2.743560,0,0.00000001,0.00000011,0.00000103,0.00000818,0.00005464,0.00031243,0.00153944,0.00656125,0.02419947,,,,,,,,,,,
2.749229,0,0.00000001,0.00000008,0.00000078,0.00000631,0.00004284,0.0002489,0.00124719,0.00541092,0.02033929,,,,,,,,,,,
2.754898,0,0,0.00000006,0.0000006,0.00000487,0.00003353,0.0001979,0.00100829,0.00445209,0.01705211,,,,,,,,,,,
2.760567,0,0,0.00000004,0.00000045,0.00000374,0.00002619,0.00015705,0.00081346,0.00365492,0.01426099,,,,,,,,,,,
2.766236,0,0,0.00000003,0.00000034,0.00000288,0.00002042,0.00012439,0.00065493,0.00299384,0.01189786,,,,,,,,,,,
2.771905,0,0,0.00000002,0.00000026,0.00000221,0.00001589,0.00009834,0.00052623,0.00244699,0.00990273,,,,,,,,,,,
2.777574,0,0,0.00000002,0.00000019,0.00000169,0.00001235,0.00007759,0.00042198,0.00199574,0.00822298,,,,,,,,,,,
2.783243,0,0,0.00000001,0.00000015,0.00000129,0.00000958,0.00006112,0.00033772,0.0016243,0.00681261,,,,,,,,,,,
2.788912,0,0,0.00000001,0.00000011,0.00000098,0.00000742,0.00004805,0.00026977,0.00131927,0.0056316,,,,,,,,,,,
2.794581,0,0,0.00000001,0.00000008,0.00000075,0.00000573,0.00003771,0.00021509,0.00106938,0.00464523,,,,,,,,,,,
2.800250,0,0,0.00000001,0.00000006,0.00000057,0.00000443,0.00002955,0.00017118,0.00086513,0.00382351,,,,,,,,,,,
2.805919,0,0,0,0.00000005,0.00000043,0.00000341,0.00002311,0.00013599,0.00069856,0.00314066,,,,,,,,,,,
2.811588,0,0,0,0.00000003,0.00000033,0.00000262,0.00001805,0.00010785,0.000563,0.00257457,,,,,,,,,,,
2.817257,0,0,0,0.00000003,0.00000025,0.00000202,0.00001407,0.00008538,0.00045292,0.00210636,,,,,,,,,,,
2.822926,0,0,0,0.00000002,0.00000019,0.00000155,0.00001095,0.00006748,0.00036371,0.00171997,,,,,,,,,,,
2.828595,0,0,0,0.00000001,0.00000014,0.00000118,0.00000851,0.00005325,0.00029156,0.00140181,,,,,,,,,,,
2.834264,0,0,0,0.00000001,0.00000011,0.00000091,0.00000661,0.00004195,0.00023332,0.00114037,,,,,,,,,,,
2.839933,0,0,0,0.00000001,0.00000008,0.00000069,0.00000512,0.00003299,0.00018639,0.000926,,,,,,,,,,,
2.845602,0,0,0,0.00000001,0.00000006,0.00000053,0.00000396,0.00002591,0.00014865,0.00075058,,,,,,,,,,,
2.851271,0,0,0,0,0.00000005,0.0000004,0.00000306,0.00002031,0.00011836,0.00060731,,,,,,,,,,,
2.856940,0,0,0,0,0.00000003,0.00000031,0.00000236,0.0000159,0.00009409,0.00049053,,,,,,,,,,,
2.862609,0,0,0,0,0.00000003,0.00000023,0.00000182,0.00001243,0.00007467,0.00039552,,,,,,,,,,,
2.868278,0,0,0,0,0.00000002,0.00000018,0.0000014,0.0000097,0.00005917,0.00031838,,,,,,,,,,,
2.873947,0,0,0,0,0.00000001,0.00000013,0.00000107,0.00000756,0.00004681,0.00025585,,,,,,,,,,,
2.879617,0,0,0,0,0.00000001,0.0000001,0.00000082,0.00000589,0.00003698,0.00020527,,,,,,,,,,,
2.885286,0,0,0,0,0.00000001,0.00000008,0.00000063,0.00000457,0.00002917,0.00016442,,,,,,,,,,,
2.890955,0,0,0,0,0.00000001,0.00000006,0.00000048,0.00000355,0.00002297,0.00013149,,,,,,,,,,,
2.896624,0,0,0,0,0,0.00000004,0.00000037,0.00000275,0.00001806,0.00010499,,,,,,,,,,,
2.902293,0,0,0,0,0,0.00000003,0.00000028,0.00000213,0.00001418,0.0000837,,,,,,,,,,,
2.907962,0,0,0,0,0,0.00000002,0.00000021,0.00000164,0.00001112,0.00006663,,,,,,,,,,,
2.913631,0,0,0,0,0,0.00000002,0.00000016,0.00000127,0.00000871,0.00005296,,,,,,,,,,,
2.919300,0,0,0,0,0,0.00000001,0.00000012,0.00000098,0.00000681,0.00004204,,,,,,,,,,,
2.924969,0,0,0,0,0,0.00000001,0.00000009,0.00000075,0.00000532,0.00003332,,,,,,,,,,,
2.930638,0,0,0,0,0,0.00000001,0.00000007,0.00000058,0.00000415,0.00002637,,,,,,,,,,,
2.936307,0,0,0,0,0,0.00000001,0.00000005,0.00000044,0.00000323,0.00002084,,,,,,,,,,,
2.941976,0,0,0,0,0,0,0.00000004,0.00000034,0.00000251,0.00001645,,,,,,,,,,,
2.947645,0,0,0,0,0,0,0.00000003,0.00000026,0.00000195,0.00001296,,,,,,,,,,,
2.953314,0,0,0,0,0,0,0.00000002,0.0000002,0.00000151,0.0000102,,,,,,,,,,,
2.958983,0,0,0,0,0,0,0.00000002,0.00000015,0.00000117,0.00000802,,,,,,,,,,,
2.964652,0,0,0,0,0,0,0.00000001,0.00000012,0.00000091,0.0000063,,,,,,,,,,,
2.970321,0,0,0,0,0,0,0.00000001,0.00000009,0.0000007,0.00000494,,,,,,,,,,,
2.975990,0,0,0,0,0,0,0.00000001,0.00000007,0.00000054,0.00000387,,,,,,,,,,,
2.981659,0,0,0,0,0,0,0.00000001,0.00000005,0.00000042,0.00000303,,,,,,,,,,,
2.987328,0,0,0,0,0,0,0,0.00000004,0.00000032,0.00000236,,,,,,,,,,,
2.992997,0,0,0,0,0,0,0,0.00000003,0.00000025,0.00000184,,,,,,,,,,,
2.998666,0,0,0,0,0,0,0,0.00000002,0.00000019,0.00000144,,,,,,,,,,,
3.004335,0,0,0,0,0,0,0,0.00000002,0.00000015,0.00000112,,,,,,,,,,,
3.010004,0,0,0,0,0,0,0,0.00000001,0.00000011,0.00000087,,,,,,,,,,,
3.015673,0,0,0,0,0,0,0,0.00000001,0.00000009,0.00000068,,,,,,,,,,,
3.021342,0,0,0,0,0,0,0,0.00000001,0.00000007,0.00000052,,,,,,,,,,,
3.027011,0,0,0,0,0,0,0,0.00000001,0.00000005,0.00000041,,,,,,,,,,,
3.032680,0,0,0,0,0,0,0,0,0.00000004,0.00000031,,,,,,,,,,,
3.038349,0,0,0,0,0,0,0,0,0.00000003,0.00000024,,,,,,,,,,,
3.044018,0,0,0,0,0,0,0,0,0.00000002,0.00000019,,,,,,,,,,,
3.049687,0,0,0,0,0,0,0,0,0.00000002,0.00000015,,,,,,,,,,,
3.055356,0,0,0,0,0,0,0,0,0.00000001,0.00000011,,,,,,,,,,,
3.061025,0,0,0,0,0,0,0,0,0.00000001,0.00000009,,,,,,,,,,,
3.066694,0,0,0,0,0,0,0,0,0.00000001,0.00000007,,,,,,,,,,,
3.072363,0,0,0,0,0,0,0,0,0.00000001,0.00000005,,,,,,,,,,,
3.078033,0,0,0,0,0,0,0,0,0,0.00000004,,,,,,,,,,,
3.083702,0,0,0,0,0,0,0,0,0,0.00000003,,,,,,,,,,,
3.089371,0,0,0,0,0,0,0,0,0,0.00000002,,,,,,,,,,,
3.095040,0,0,0,0,0,0,0,0,0,0.00000002,,,,,,,,,,,
3.100709,0,0,0,0,0,0,0,0,0,0.00000001,,,,,,,,,,,
3.106378,0,0,0,0,0,0,0,0,0,0.00000001,,,,,,,,,,,
3.112047,0,0,0,0,0,0,0,0,0,0.00000001,,,,,,,,,,,
3.117716,0,0,0,0,0,0,0,0,0,0.00000001,,,,,,,,,,,
3.123385,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.129054,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.134723,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.140392,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.146061,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.151730,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.157399,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.163068,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.168737,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.174406,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.180075,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.185744,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.191413,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.197082,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.202751,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.208420,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.214089,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.219758,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.225427,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.231096,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.236765,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.242434,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.248103,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.253772,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.259441,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.265110,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.270779,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.276449,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.282118,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.287787,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.293456,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.299125,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.304794,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.310463,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.316132,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.321801,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.327470,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.333139,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.338808,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.344477,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.350146,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.355815,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.361484,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.367153,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.372822,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.378491,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.384160,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.389829,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.395498,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.401167,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.406836,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.412505,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
3.418174,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
